folder_path,metadata_file,disciplina,tema,conceito,tipo,descricao,tags,difficulty_min,difficulty_max,has_subvariants,num_exercises_listed,sample_exercises,sibling_jsons,warnings
C:\Users\diogo\projects\To_Exercises\ExerciseDatabase\matematica\P4_funcoes\1-generalidades_funcoes\interpretacao_contexto,metadata.json,,,,interpretacao_contexto,,[],,,False,47,"[""MAT_P4FUNCOE_1GX_ICX_001"", ""MAT_P4FUNCOE_1GX_ICX_002"", ""MAT_P4FUNCOE_1GX_ICX_003""]",[],"[""missing_disciplina"", ""missing_tema"", ""missing_conceito""]"
C:\Users\diogo\projects\To_Exercises\ExerciseDatabase\matematica\P4_funcoes\1-generalidades_funcoes\juizo_causal,MAT_P4FUNCOE_1GX_JCM_001.json,,,,juizo_causal,,"[""juizo"", ""causal"", ""monotonicidade"", ""preco"", ""despesa""]",,,False,0,[],"[""metadata.json""]","[""missing_disciplina"", ""missing_tema"", ""missing_conceito"", ""no_exercises_listed""]"
C:\Users\diogo\projects\To_Exercises\ExerciseDatabase\matematica\P4_funcoes\1-generalidades_funcoes\juizo_causal,metadata.json,,,,juizo_causal,,[],,,False,1,"[""MAT_P4FUNCOE_1GX_JCM_001""]","[""MAT_P4FUNCOE_1GX_JCM_001.json""]","[""missing_disciplina"", ""missing_tema"", ""missing_conceito""]"
C:\Users\diogo\projects\To_Exercises\ExerciseDatabase\matematica\P4_funcoes\1-generalidades_funcoes\reconhecimento_variaveis,metadata.json,,,,reconhecimento_variaveis,,[],,,False,7,"[""MAT_P4FUNCOE_1GX_RVX_001"", ""MAT_P4FUNCOE_1GX_RVX_002"", ""MAT_P4FUNCOE_1GX_RVX_003""]",[],"[""missing_disciplina"", ""missing_tema"", ""missing_conceito""]"
C:\Users\diogo\projects\To_Exercises\ExerciseDatabase\matematica\P4_funcoes\1-generalidades_funcoes\relacao_causal,metadata.json,,,,relacao_causal,,[],,,False,2,"[""MAT_P4FUNCOE_1GX_RCX_001"", ""MAT_P4FUNCOE_1GX_RCA_001""]",[],"[""missing_disciplina"", ""missing_tema"", ""missing_conceito""]"
C:\Users\diogo\projects\To_Exercises\ExerciseDatabase\matematica\P4_funcoes\1-generalidades_funcoes\relacoes_causa_efeito,metadata.json,,,,relacoes_causa_efeito,,[],,,False,3,"[""MAT_P4FUNCOE_1GX_RCE_001"", ""MAT_P4FUNCOE_1GX_RCE_002"", ""MAT_P4FUNCOE_1GX_RCE_003""]",[],"[""missing_disciplina"", ""missing_tema"", ""missing_conceito""]"
C:\Users\diogo\projects\To_Exercises\ExerciseDatabase\matematica\P4_funcoes\1-generalidades_funcoes\test_logging,metadata.json,,,,test_logging,,[],,,False,10,"[""MAT_P4FUNCOE_1GX_TLX_001"", ""MAT_P4FUNCOE_1GX_TLX_002"", ""MAT_P4FUNCOE_1GX_TLX_003""]",[],"[""missing_disciplina"", ""missing_tema"", ""missing_conceito""]"
C:\Users\diogo\projects\To_Exercises\ExerciseDatabase\matematica\P4_funcoes\1-generalidades_funcoes\test_payload_file,metadata.json,,,,test_payload_file,,[],,,False,0,[],[],"[""missing_disciplina"", ""missing_tema"", ""missing_conceito"", ""no_exercises_listed""]"
C:\Users\diogo\projects\To_Exercises\ExerciseDatabase\matematica\P4_funcoes\1-generalidades_funcoes\test_wrapper_integration,metadata.json,,,,test_wrapper_integration,,[],,,False,2,"[""MAT_P4FUNCOE_1GX_TWI_001"", ""GEN_20251202_163114""]",[],"[""missing_disciplina"", ""missing_tema"", ""missing_conceito""]"
C:\Users\diogo\projects\To_Exercises\ExerciseDatabase\matematica\P4_funcoes\1-generalidades_funcoes\tipo_novo,metadata.json,,,,tipo_novo,,[],,,False,1,"[""MAT_P4FUNCOE_1GX_TNX_001""]",[],"[""missing_disciplina"", ""missing_tema"", ""missing_conceito""]"
C:\Users\diogo\projects\To_Exercises\ExerciseDatabase\matematica\P4_funcoes\1-intervalo_real\pertinencia_intervalo,metadata.json,,,,pertinencia_intervalo,,[],,,False,13,"[""MAT_P4FUNCOE_1IX_PIX_001"", ""MAT_P4FUNCOE_1IX_PIX_002"", ""MAT_P4FUNCOE_1IX_PIX_003""]",[],"[""missing_disciplina"", ""missing_tema"", ""missing_conceito""]"
C:\Users\diogo\projects\To_Exercises\ExerciseDatabase\matematica\P4_funcoes\2-funcoes_polinomiais,MAT_P4FUNCOE_2FUN_001.json,matematica,P4_funcoes,2-funcoes_polinomiais,MAT_P4FUNCOE_2FUN_001,,[],2,2,False,0,[],"[""MAT_P4FUNCOE_2FUN_002.json"", ""metadata.json""]","[""no_exercises_listed""]"
C:\Users\diogo\projects\To_Exercises\ExerciseDatabase\matematica\P4_funcoes\2-funcoes_polinomiais,MAT_P4FUNCOE_2FUN_002.json,matematica,P4_funcoes,2-funcoes_polinomiais,MAT_P4FUNCOE_2FUN_002,,"[""equacao_quadratica"", ""raizes"", ""parabola"", ""interpretacao_geometrica""]",3,3,False,0,[],"[""MAT_P4FUNCOE_2FUN_001.json"", ""metadata.json""]","[""no_exercises_listed""]"
C:\Users\diogo\projects\To_Exercises\ExerciseDatabase\matematica\P4_funcoes\2-funcoes_polinomiais,metadata.json,,P4_funcoes,,2-funcoes_polinomiais,"Estudo das funções polinomiais, suas propriedades, coeficientes, grau e operações básicas.","[""polinomio"", ""coeficientes"", ""grau"", ""funcao_polinomial"", ""equacao_quadratica"", ""raizes"", ""parabola""]",2,3,False,0,[],"[""MAT_P4FUNCOE_2FUN_001.json"", ""MAT_P4FUNCOE_2FUN_002.json""]","[""missing_disciplina"", ""missing_conceito"", ""no_exercises_listed""]"
C:\Users\diogo\projects\To_Exercises\ExerciseDatabase\matematica\P4_funcoes\3-funcoes_polinomiais_grau_nao_superior_3,MAT_P4FUNCOE_3FUN_001.json,matematica,P4_funcoes,3-funcoes_polinomiais_grau_nao_superior_3,MAT_P4FUNCOE_3FUN_001,,[],2,2,False,0,[],"[""metadata.json""]","[""no_exercises_listed""]"
C:\Users\diogo\projects\To_Exercises\ExerciseDatabase\matematica\P4_funcoes\3-funcoes_polinomiais_grau_nao_superior_3,metadata.json,,P4_funcoes,,3-funcoes_polinomiais_grau_nao_superior_3,"Estudo detalhado de funções lineares, quadráticas e cúbicas, incluindo representação gráfica, zeros e análise de propriedades.","[""grau_ate_3"", ""linear"", ""quadratica"", ""cubica"", ""grafico""]",2,4,False,0,[],"[""MAT_P4FUNCOE_3FUN_001.json""]","[""missing_disciplina"", ""missing_conceito"", ""no_exercises_listed""]"
C:\Users\diogo\projects\To_Exercises\ExerciseDatabase\matematica\P4_funcoes\4-funcao_inversa,metadata.json,,P4_funcoes,,4-funcao_inversa,"Conceito de função inversa, condições de existência (injetividade), determinação analítica e gráfica, simetria e propriedades.","[""inversa"", ""injetividade"", ""sobrejetividade"", ""simetria"", ""bijecao""]",3,5,False,0,[],[],"[""missing_disciplina"", ""missing_conceito"", ""no_exercises_listed""]"
C:\Users\diogo\projects\To_Exercises\ExerciseDatabase\matematica\P4_funcoes\4-funcao_inversa\determinacao_analitica,metadata.json,matematica,P4_funcoes,4-funcao_inversa,determinacao_analitica,Exercícios focados no cálculo da expressão analítica da função inversa através de manipulação algébrica.,"[""calculo_analitico"", ""expressao_analitica"", ""algebra"", ""resolucao_equacao""]",2,4,True,5,"[""MAT_P4FUNCOE_4FX_DAX_006"", ""MAT_P4FUNCOE_4FX_DAX_018"", ""MAT_P4FUNCOE_4FX_DAX_019""]","[""_meta.json""]",[]
C:\Users\diogo\projects\To_Exercises\ExerciseDatabase\matematica\P4_funcoes\4-funcao_inversa\determinacao_analitica,_meta.json,,,,1,,[],,,False,0,[],"[""metadata.json""]","[""missing_disciplina"", ""missing_tema"", ""missing_conceito"", ""no_exercises_listed""]"
C:\Users\diogo\projects\To_Exercises\ExerciseDatabase\matematica\P4_funcoes\4-funcao_inversa\determinacao_analitica\MAT_P4FUNCOE_4FIN_ANA_001,exercise.json,,,,,,[],,,False,0,[],[],"[""missing_disciplina"", ""missing_tema"", ""missing_conceito"", ""no_exercises_listed""]"
C:\Users\diogo\projects\To_Exercises\ExerciseDatabase\matematica\P4_funcoes\4-funcao_inversa\determinacao_analitica\MAT_P4FUNCOE_4FIN_ANA_002,exercise.json,,,,,,[],,,False,0,[],[],"[""missing_disciplina"", ""missing_tema"", ""missing_conceito"", ""no_exercises_listed""]"
C:\Users\diogo\projects\To_Exercises\ExerciseDatabase\matematica\P4_funcoes\4-funcao_inversa\determinacao_analitica\MAT_P4FUNCOE_4FX_DAX_003,exercise.json,,,,,,[],,,False,0,[],[],"[""missing_disciplina"", ""missing_tema"", ""missing_conceito"", ""no_exercises_listed""]"
C:\Users\diogo\projects\To_Exercises\ExerciseDatabase\matematica\P4_funcoes\4-funcao_inversa\determinacao_analitica_plus_grafica,metadata.json,matematica,P4_funcoes,4-funcao_inversa,determinacao_analitica,"Exercícios focados no cálculo da expressão analítica da função inversa através de manipulação algébrica. Posteriormente, é solicitada a confirmação gráfica da função inversa encontrada.","[""calculo_analitico"", ""expressao_analitica"", ""algebra"", ""resolucao_equacao""]",2,4,False,0,[],[],"[""no_exercises_listed""]"
C:\Users\diogo\projects\To_Exercises\ExerciseDatabase\matematica\P4_funcoes\4-funcao_inversa\determinacao_grafica,metadata.json,matematica,P4_funcoes,4-funcao_inversa,determinacao_grafica,Exercícios focados na obtenção do gráfico da função inversa através da simetria em relação à bissetriz dos quadrantes ímpares.,"[""grafico"", ""simetria"", ""bissectriz"", ""representacao_grafica""]",2,3,False,0,[],[],"[""no_exercises_listed""]"
C:\Users\diogo\projects\To_Exercises\ExerciseDatabase\matematica\P4_funcoes\4-funcao_inversa\teste_reta_horizontal,metadata.json,matematica,P4_funcoes,4-funcao_inversa,teste_reta_horizontal,Exercícios sobre análise da existência de função inversa usando o teste da reta horizontal (verificação de injetividade).,"[""injetividade"", ""teste_reta_horizontal"", ""analise_grafica"", ""condicao_existencia""]",2,3,False,0,[],[],"[""no_exercises_listed""]"
